[DEBUG] [2021-01-22 15:00:00] CipherSuiteConverter.cacheFromOpenSsl(330) | Cipher suite mapping: TLS_SRP_DSS_WITH_AES_128_CBC_SHA => SRP-DSS-AES-128-CBC-SHA
[DEBUG] [2021-01-22 15:07:07] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 113984, groupId: 1
[DEBUG] [2021-01-22 15:07:07] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 113984, groupId: 1
[DEBUG] [2021-01-22 15:07:07] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 113984, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-01-22 15:07:07] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 113984, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-01-22 15:07:07] MutablePropertySources.addLast(106) | Adding PropertySource 'systemProperties' with lowest search precedence
[DEBUG] [2021-01-22 15:07:07] MutablePropertySources.addLast(106) | Adding PropertySource 'systemEnvironment' with lowest search precedence
[DEBUG] [2021-01-22 15:07:07] AbstractEnvironment.<init>(125) | Initialized StandardEnvironment with PropertySources [MapPropertySource@2066940133 {name='systemProperties', properties={java.runtime.name=OpenJDK Runtime Environment, sun.boot.library.path=/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/amd64, java.vm.version=25.222-b10, java.vm.vendor=Private Build, java.vendor.url=http://java.oracle.com/, path.separator=:, java.vm.name=OpenJDK 64-Bit Server VM, file.encoding.pkg=sun.io, user.country=US, sun.java.launcher=SUN_STANDARD, sun.os.patch.level=unknown, java.vm.specification.name=Java Virtual Machine Specification, user.dir=/root/fisco/auth-app/dist, java.runtime.version=1.8.0_222-8u222-b10-1ubuntu1~16.04.1-b10, java.awt.graphicsenv=sun.awt.X11GraphicsEnvironment, java.endorsed.dirs=/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/endorsed, os.arch=amd64, java.io.tmpdir=/tmp, line.separator=
, java.vm.specification.vendor=Oracle Corporation, os.name=Linux, sun.jnu.encoding=UTF-8, java.library.path=:/opt/dmdbms/bin:/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib, java.specification.name=Java Platform API Specification, java.class.version=52.0, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, os.version=4.4.0-151-generic, user.home=/root, user.timezone=Asia/Shanghai, java.awt.printerjob=sun.print.PSPrinterJob, file.encoding=UTF-8, java.specification.version=1.8, java.class.path=conf/:lib/spring-beans-4.3.27.RELEASE.jar:lib/tcnative-2.0.34.0.jar:lib/netty-all-4.1.53.Final.jar:lib/slf4j-api-1.7.30.jar:lib/picocli-3.6.0.jar:lib/spring-expression-4.3.27.RELEASE.jar:lib/commons-logging-1.2.jar:lib/lombok-1.18.6.jar:lib/jackson-core-2.11.0.jar:lib/spring-context-4.3.27.RELEASE.jar:lib/spring-tx-4.3.27.RELEASE.jar:lib/toml4j-0.7.2.jar:lib/netty-sm-ssl-context-1.2.0.jar:lib/spring-core-4.3.27.RELEASE.jar:lib/javapoet-1.7.0.jar:lib/slf4j-log4j12-1.7.30.jar:lib/gson-2.8.1.jar:lib/jackson-databind-2.11.0.jar:lib/jackson-annotations-2.11.0.jar:lib/commons-io-2.4.jar:lib/key-mini-toolkit-1.0.3-SNAPSHOT.jar:lib/spring-aop-4.3.27.RELEASE.jar:lib/fisco-bcos-java-sdk-2.8.0-SNAPSHOT.jar:lib/log4j-1.2.17.jar:lib/commons-lang3-3.1.jar:lib/bcprov-jdk15on-1.60.jar:apps/auth-app.jar:apps/asset-app.jar, user.name=root, java.vm.specification.version=1.8, sun.java.command=org.fisco.bcos.asset.client.AuthorizationClient register grantAccout100B abcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghij , java.home=/usr/lib/jvm/java-8-openjdk-amd64/jre, sun.arch.data.model=64, user.language=en, java.specification.vendor=Oracle Corporation, awt.toolkit=sun.awt.X11.XToolkit, java.vm.info=mixed mode, java.version=1.8.0_222, java.ext.dirs=/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext:/usr/java/packages/lib/ext, sun.boot.class.path=/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/resources.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/rt.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/sunrsasign.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/jsse.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/jce.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/charsets.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/jfr.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/classes, java.vendor=Private Build, file.separator=/, java.vendor.url.bug=http://bugreport.sun.com/bugreport/, sun.io.unicode.encoding=UnicodeLittle, sun.cpu.endian=little, sun.cpu.isalist=}}, SystemEnvironmentPropertySource@48612937 {name='systemEnvironment', properties={PATH=/opt/gradle/gradle-5.6.2/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/jvm/java-8-openjdk-amd64/bin:/usr/lib/jvm/java-8-openjdk-amd64/jre/bin, SHELL=/bin/bash, JAVA_HOME=/usr/lib/jvm/java-8-openjdk-amd64, SSH_TTY=/dev/pts/0, SSH_CLIENT=219.137.28.252 56813 22, TERM=xterm, USER=root, CLASSPATH=:/usr/lib/jvm/java-8-openjdk-amd64/lib/dt.jar:/usr/lib/jvm/java-8-openjdk-amd64/lib/tools.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib, LANG=en_US.UTF-8, XDG_SESSION_ID=8343, GRADLE_HOME=/opt/gradle/gradle-5.6.2, JRE_HOME=/usr/lib/jvm/java-8-openjdk-amd64/jre, DISPLAY=localhost:10.0, SSH_CONNECTION=219.137.28.252 56813 172.26.71.141 22, MAIL=/var/mail/root, LD_LIBRARY_PATH=:/opt/dmdbms/bin, LOGNAME=root, XDG_RUNTIME_DIR=/run/user/0, PWD=/root/fisco/auth-app/dist, DM_HOME=/opt/dmdbms, SHLVL=2, HOME=/root, _=/usr/bin/java}}]
[INFO] [2021-01-22 15:07:07] AbstractApplicationContext.prepareRefresh(583) | Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@123772c4: startup date [Fri Jan 22 15:07:07 CST 2021]; root of context hierarchy
[DEBUG] [2021-01-22 15:07:07] MutablePropertySources.addLast(106) | Adding PropertySource 'systemProperties' with lowest search precedence
[DEBUG] [2021-01-22 15:07:07] MutablePropertySources.addLast(106) | Adding PropertySource 'systemEnvironment' with lowest search precedence
[DEBUG] [2021-01-22 15:07:07] AbstractEnvironment.<init>(125) | Initialized StandardEnvironment with PropertySources [MapPropertySource@627185331 {name='systemProperties', properties={java.runtime.name=OpenJDK Runtime Environment, sun.boot.library.path=/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/amd64, java.vm.version=25.222-b10, java.vm.vendor=Private Build, java.vendor.url=http://java.oracle.com/, path.separator=:, java.vm.name=OpenJDK 64-Bit Server VM, file.encoding.pkg=sun.io, user.country=US, sun.java.launcher=SUN_STANDARD, sun.os.patch.level=unknown, java.vm.specification.name=Java Virtual Machine Specification, user.dir=/root/fisco/auth-app/dist, java.runtime.version=1.8.0_222-8u222-b10-1ubuntu1~16.04.1-b10, java.awt.graphicsenv=sun.awt.X11GraphicsEnvironment, java.endorsed.dirs=/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/endorsed, os.arch=amd64, java.io.tmpdir=/tmp, line.separator=
, java.vm.specification.vendor=Oracle Corporation, os.name=Linux, sun.jnu.encoding=UTF-8, java.library.path=:/opt/dmdbms/bin:/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib, java.specification.name=Java Platform API Specification, java.class.version=52.0, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, os.version=4.4.0-151-generic, user.home=/root, user.timezone=Asia/Shanghai, java.awt.printerjob=sun.print.PSPrinterJob, file.encoding=UTF-8, java.specification.version=1.8, java.class.path=conf/:lib/spring-beans-4.3.27.RELEASE.jar:lib/tcnative-2.0.34.0.jar:lib/netty-all-4.1.53.Final.jar:lib/slf4j-api-1.7.30.jar:lib/picocli-3.6.0.jar:lib/spring-expression-4.3.27.RELEASE.jar:lib/commons-logging-1.2.jar:lib/lombok-1.18.6.jar:lib/jackson-core-2.11.0.jar:lib/spring-context-4.3.27.RELEASE.jar:lib/spring-tx-4.3.27.RELEASE.jar:lib/toml4j-0.7.2.jar:lib/netty-sm-ssl-context-1.2.0.jar:lib/spring-core-4.3.27.RELEASE.jar:lib/javapoet-1.7.0.jar:lib/slf4j-log4j12-1.7.30.jar:lib/gson-2.8.1.jar:lib/jackson-databind-2.11.0.jar:lib/jackson-annotations-2.11.0.jar:lib/commons-io-2.4.jar:lib/key-mini-toolkit-1.0.3-SNAPSHOT.jar:lib/spring-aop-4.3.27.RELEASE.jar:lib/fisco-bcos-java-sdk-2.8.0-SNAPSHOT.jar:lib/log4j-1.2.17.jar:lib/commons-lang3-3.1.jar:lib/bcprov-jdk15on-1.60.jar:apps/auth-app.jar:apps/asset-app.jar, user.name=root, java.vm.specification.version=1.8, sun.java.command=org.fisco.bcos.asset.client.AuthorizationClient register grantAccout100B abcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghijabcdefghij , java.home=/usr/lib/jvm/java-8-openjdk-amd64/jre, sun.arch.data.model=64, user.language=en, java.specification.vendor=Oracle Corporation, awt.toolkit=sun.awt.X11.XToolkit, java.vm.info=mixed mode, java.version=1.8.0_222, java.ext.dirs=/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/ext:/usr/java/packages/lib/ext, sun.boot.class.path=/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/resources.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/rt.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/sunrsasign.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/jsse.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/jce.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/charsets.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib/jfr.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/classes, java.vendor=Private Build, file.separator=/, java.vendor.url.bug=http://bugreport.sun.com/bugreport/, sun.io.unicode.encoding=UnicodeLittle, sun.cpu.endian=little, sun.cpu.isalist=}}, SystemEnvironmentPropertySource@706277948 {name='systemEnvironment', properties={PATH=/opt/gradle/gradle-5.6.2/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/jvm/java-8-openjdk-amd64/bin:/usr/lib/jvm/java-8-openjdk-amd64/jre/bin, SHELL=/bin/bash, JAVA_HOME=/usr/lib/jvm/java-8-openjdk-amd64, SSH_TTY=/dev/pts/0, SSH_CLIENT=219.137.28.252 56813 22, TERM=xterm, USER=root, CLASSPATH=:/usr/lib/jvm/java-8-openjdk-amd64/lib/dt.jar:/usr/lib/jvm/java-8-openjdk-amd64/lib/tools.jar:/usr/lib/jvm/java-8-openjdk-amd64/jre/lib, LANG=en_US.UTF-8, XDG_SESSION_ID=8343, GRADLE_HOME=/opt/gradle/gradle-5.6.2, JRE_HOME=/usr/lib/jvm/java-8-openjdk-amd64/jre, DISPLAY=localhost:10.0, SSH_CONNECTION=219.137.28.252 56813 172.26.71.141 22, MAIL=/var/mail/root, LD_LIBRARY_PATH=:/opt/dmdbms/bin, LOGNAME=root, XDG_RUNTIME_DIR=/run/user/0, PWD=/root/fisco/auth-app/dist, DM_HOME=/opt/dmdbms, SHLVL=2, HOME=/root, _=/usr/bin/java}}]
[INFO] [2021-01-22 15:07:07] XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [applicationContext.xml]
[DEBUG] [2021-01-22 15:07:07] DefaultDocumentLoader.loadDocument(73) | Using JAXP provider [com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderFactoryImpl]
[DEBUG] [2021-01-22 15:07:07] PluggableSchemaResolver.getSchemaMappings(150) | Loading schema mappings from [META-INF/spring.schemas]
